Customer ID,TotalSpent,TotalOrders
13775,1049.66,63
13776,623.98,2
13777,49638.26,356
13778,1124.49,44
13779,161.13,27
13780,732.07,98
13781,778.83,57
13782,1786.08,238
13783,1542.09,10
13784,2910.23,43
13785,542.49,30
13786,3127.99,116
13787,1222.5,86
13788,3.75,1
13789,239.45999999999998,18
13790,348.8,45
13791,1516.0,11
13792,383.95,23
13793,96.0,7
13794,126.03,9
13795,836.3,29
13796,289.7,22
13797,1179.45,78
13798,75428.87,721
13799,2803.57,106
13800,1679.56,73
13801,324.8,23
13802,26259.11,448
13803,1338.91,78
13804,3161.12,167
13805,924.6,13
13806,256.38,10
13807,422.2,25
13808,1747.66,76
13809,679.7,25
13810,1499.01,35
13811,814.5,13
13812,539.0,36
13813,2765.47,143
13814,2257.32,79
13815,7475.74,356
13816,571.6700000000001,28
13817,382.98,24
13818,61.28,5
13819,2642.35,101
13820,652.75,89
13821,1379.08,204
13822,632.0,96
13823,3403.4500000000003,163
13824,3314.76,100
13825,255.59,40
13826,189.5,10
13827,409.8,92
13828,209.49,15
13829,102.0,1
13830,156.85000000000002,11
13831,6585.54,182
13832,609.89,55
13833,700.41,44
13834,324.19,16
13835,1095.27,71
13836,620.37,31
13837,266.59000000000003,18
13838,1690.07,403
13839,139.95000000000002,7
13840,651.4,40
13841,85.0,1
13842,5319.34,335
13843,319.75,18
13844,361.62,20
13845,312.98,9
13846,1307.79,81
13847,310.72,19
13848,3015.0,10
13849,3469.3,220
13850,1595.48,93
13851,4606.46,140
13852,187.35000000000002,11
13853,1090.14,23
13854,11944.56,178
13855,1310.3400000000001,73
13856,1142.03,54
13857,1001.01,128
13858,216.17,11
13859,515.86,36
13860,1245.9,76
13861,273.26,21
13862,2556.09,160
13863,1239.55,70
13864,662.4000000000001,1
13865,501.56,30
13866,145.67000000000002,7
13867,1005.09,60
13868,3192.54,33
13869,7996.87,838
13870,5712.08,241
13871,7885.85,402
13872,919.57,57
13873,1038.92,60
13874,2049.15,69
13875,4814.37,270
13876,122.7,7
13877,449.68,23
13878,2416.9,102
13879,395.5,25
13880,4293.86,223
13881,45179.1,457
13882,1191.13,65
13883,6560.02,316
13884,1825.03,182
13885,506.8,28
13886,243.56,16
13887,349.55,19
13888,2001.59,171
13889,1991.23,83
13890,2927.38,173
13891,859.21,99
13892,1267.6499999999999,36
13893,821.1,21
13894,564.62,27
13895,4008.52,186
13896,388.55,21
13897,1160.72,59
13898,686.4,46
13899,388.52,19
13900,1610.59,95
13901,5676.34,310
13902,34095.26,63
13903,165.45000000000002,10
13904,332.64,26
13905,312.65,12
13906,42.0,1
13907,136.8,4
13908,2369.55,122
13909,282.85,38
13911,4234.99,238
13912,124.95,7
13913,42.22,3
13914,626.45,33
13915,70.80000000000001,2
13916,1275.81,74
13917,272.04,18
13918,1212.8400000000001,30
13919,1360.68,77
13920,1774.68,86
13921,730.7,44
13922,865.2,30
13923,351.13,20
13924,1838.8500000000001,117
13925,678.25,41
13926,223.85000000000002,11
13927,708.26,41
13928,464.57,27
13929,3494.1,57
13930,337.34,17
13931,5257.38,271
13932,307.4,16
13933,608.7900000000001,23
13934,922.1,31
13935,6116.92,80
13936,939.66,59
13937,880.13,54
13938,71.66,7
13939,1560.96,110
13940,839.14,49
13941,10027.18,94
13942,320.0,1
13943,246.54,15
13944,200.43,35
13945,854.15,51
13946,1876.23,56
13947,90.6,5
13948,548.76,24
13949,2427.32,160
13950,745.06,35
13951,674.45,39
13952,12823.521,409
13953,6640.68,25
13954,439.92,25
13955,544.0699999999999,85
13956,1019.27,147
13957,458.25,27
13958,4709.2300000000005,227
13959,1064.77,157
13960,230.22,12
13961,538.4,19
13962,362.8,23
13963,2860.57,165
13964,438.9,24
13965,996.61,24
13966,384.26,21
13967,166.3,6
13968,123.66,8
13969,12973.460000000001,1064
13970,846.55,13
13971,4667.57,255
13972,190.25,15
13973,264.7,11
13974,677.72,43
13975,5256.4,737
13976,1192.36,56
13977,519.8100000000001,13
13978,196.79000000000002,15
13979,3379.93,393
13980,768.82,63
13981,331.14,22
13982,3954.29,225
13983,6753.89,325
13984,1893.8,88
13985,10020.86,480
13986,320.46,13
13987,682.54,46
13988,4757.8,295
13989,2026.06,86
13990,311.3,16
13991,852.88,82
13992,219.5,11
13993,6775.71,261
13994,2274.14,148
13995,3902.01,230
13996,895.76,33
13997,376.46,44
13998,566.7,31
13999,9502.26,466
14000,2046.3400000000001,49
14001,4228.85,103
14002,529.73,47
14003,209.41,16
14004,6258.45,241
14005,2874.72,84
14006,2196.67,77
14007,79.48,5
14008,509.04,32
14009,1099.91,74
14010,445.15,24
14011,457.82,32
14012,328.8,11
14013,1084.57,68
14014,1948.21,76
14015,917.34,20
14016,11403.41,448
14017,229.75,14
14018,367.15000000000003,13
14019,1421.61,66
14020,1249.01,72
14021,1716.58,90
14022,792.15,47
14023,584.07,31
14024,645.74,34
14025,4057.9,99
14026,713.11,50
14027,104.82,6
14028,10396.5,9
14029,467.66,15
14030,7521.8,824
14031,39019.51,750
14032,4546.41,230
14033,109.44,1
14034,648.89,86
14035,2794.75,145
14036,626.65,38
14037,836.95,114
14038,3069.88,161
14039,267.28000000000003,10
14040,12523.81,781
14041,141.41,21
14042,431.98,21
14043,302.6,41
14044,3077.7,826
14045,10986.63,37
14046,154.99,14
14047,3968.11,152
14048,748.69,141
14049,13023.4,1061
14050,746.36,54
14051,21770.98,318
14052,466.66,121
14053,572.3,9
14054,92.46,6
14055,1520.96,33
14056,8152.71,1088
14057,8346.66,447
14058,469.19,24
14059,183.6,8
14060,8898.24,258
14061,917.4300000000001,19
14062,25585.65,340
14063,22710.2,40
14064,3260.24,236
14065,891.02,49
14066,152.55,7
14067,374.7,52
14068,1516.72,108
14069,225.81,41
14070,321.6,41
14071,1437.57,323
14072,390.85,19
14073,151.04,13
14074,219.39999999999998,6
14075,1734.87,81
14076,118.67,44
14077,615.0799999999999,56
14078,1553.47,148
14079,618.73,13
14080,1115.68,83
14081,4867.57,844
14082,413.36,65
14083,1082.19,185
14084,150.5,7
14085,9720.67,1045
14086,39.95,1
14087,829.47,213
14088,64036.8,682
14089,158.75,13
14090,76.32000000000001,1
14091,9530.08,13
14092,7229.45,373
14093,433.86,100
14094,311.77,43
14095,2.95,1
14096,65164.79,5111
14097,422.85999999999996,40
14098,147.35,21
14099,5750.91,521
14100,191.95000000000002,25
14101,9961.93,90
14102,1105.8799999999999,58
14104,743.53,135
14105,5988.83,279
14106,214.79999999999998,1
14107,4877.3,236
14108,1044.96,52
14109,144.2,9
14110,12987.95,399
14111,692.85,10
14112,5834.59,326
14113,7092.610000000001,122
14114,1364.09,74
14115,622.6700000000001,22
14116,1382.74,72
14117,90.0,3
14118,458.45,15
14119,183.37,11
14121,2780.15,159
14122,362.42,13
14123,436.18,24
14124,419.58000000000004,5
14125,2720.63,166
14126,1172.46,43
14127,1900.0800000000002,117
14128,924.21,65
14129,2591.34,109
14130,1858.77,220
14131,168.22,46
14132,3586.0299999999997,200
14133,911.14,36
14134,11123.35,180
14135,8839.67,219
14136,1570.81,106
14137,332.7,11
14138,965.8800000000001,46
14139,1086.8,69
14140,935.05,66
14141,915.13,40
14142,671.34,44
14143,115.8,7
14144,30.599999999999998,1
14145,7600.05,25
14146,9450.3,456
14147,2590.2,30
14148,466.29,17
14149,446.62,28
14150,658.64,26
14151,679.45,44
14152,1997.3400000000001,133
14153,233.4,17
14154,6460.7,292
14155,118.75,6
14156,313437.62,4038
14157,978.69,85
14158,507.66,41
14159,7860.8,1836
14160,8421.47,107
14161,2996.93,277
14162,289.36,25
14163,2594.62,58
14164,1631.77,29
14165,120.44,24
14166,251.15,51
14167,1274.29,115
14168,370.45,15
14169,621.51,64
14170,570.18,145
14171,498.79,64
14172,369.02,44
14173,586.0,33
14174,134.46,26
14175,7678.88,331
14176,756.46,37
14177,2209.69,205
14178,1600.26,318
14179,701.57,157
14180,6117.5,289
14181,308.35,52
14182,678.77,50
14183,278.34000000000003,34
14184,452.89,24
14185,197.65,3
14186,1550.63,104
14187,123.5,8
14188,2054.36,65
14189,5503.15,307
14190,79.9,1
14191,4817.66,265
14192,293.74,14
14193,1210.19,64
14194,18670.59,952
14195,2615.6,16
14196,335.52,6
14197,390.05,20
14198,1569.73,91
14199,1091.7,18
14200,379.2,21
14201,1193.54,55
14202,847.76,29
14203,339.34,16
14204,1024.83,220
14205,2414.2,123
14206,1185.01,71
14207,157.8,2
14208,567.05,35
14209,4993.27,231
14210,5556.570000000001,314
14211,4402.29,240
14212,2190.14,21
14213,1192.2,5
14214,1004.38,67
14215,3250.33,186
14216,2150.04,77
14217,3298.59,174
14218,169.48000000000002,12
14219,633.83,43
14220,1515.0,38
14221,6517.49,347
14222,683.17,41
14223,991.13,60
14224,1841.71,229
14225,2031.07,86
14226,2985.13,97
14227,6368.71,377
14228,745.5,38
14229,2594.04,72
14230,979.8000000000001,33
14231,1235.6200000000001,69
14232,2048.07,115
14233,2904.27,73
14234,754.12,147
14235,4717.99,148
14236,1555.34,47
14237,471.14,26
14238,434.23,13
14239,4263.17,210
14240,1247.49,61
14241,333.70000000000005,12
14242,280.55,16
14243,7217.75,363
14244,366.41999999999996,16
14245,1693.45,108
14246,1474.06,75
14247,753.56,113
14248,1032.95,47
14249,5400.461,272
14250,1904.05,111
14251,2879.7000000000003,78
14252,350.99,10
14253,363.40000000000003,12
14254,601.03,23
14255,1000.63,1
14256,2460.79,133
14257,5954.45,240
14258,32051.34,300
14259,120.0,5
14260,824.28,51
14261,1163.45,52
14262,2618.23,143
14263,322.93,16
14264,1517.3600000000001,79
14265,1373.35,79
14266,40.56,1
14267,1516.24,55
14268,354.85,19
14269,295.73,16
14270,492.65000000000003,29
14271,214.18,38
14272,920.81,64
14273,559.97,29
14274,256.6,15
14275,1189.3799999999999,23
14276,2102.68,121
14277,17197.61,379
14278,205.83,13
14279,191.86,3
14280,134.04,8
14281,245.15,7
14282,7250.76,239
14283,628.4399999999999,41
14284,1299.65,67
14285,3284.42,61
14286,8479.76,499
14287,176.63,9
14288,426.6,16
14289,911.26,47
14290,4516.56,151
14291,7904.1,494
14292,9226.25,193
14293,2903.01,119
14294,375.34,23
14295,2362.91,72
14296,456.40000000000003,27
14297,1305.33,62
14298,91194.49,2864
14299,14070.25,335
14300,43.2,3
14301,1992.18,53
14302,742.9000000000001,28
14303,277.94,22
14304,1725.01,88
14305,1858.96,105
14306,3151.4,46
14307,4287.92,262
14308,1147.02,2
14309,3780.81,189
14310,492.1,22
14311,516.45,31
14312,3090.29,180
14314,229.8,10
14315,3197.82,133
14316,1370.34,31
14317,508.58000000000004,24
14318,158.02,9
14319,494.85,26
14320,1346.75,81
14321,2218.06,179
14322,474.1,13
14323,605.0600000000001,36
14324,701.61,41
14325,245.48000000000002,18
14326,940.98,57
14327,1894.93,106
14328,445.05,1
14329,9887.62,552
14330,200.63,13
14331,462.65999999999997,28
14332,1917.41,62
14333,415.2,15
14334,4318.48,258
14335,454.86,60
14336,1614.91,90
14338,928.1,50
14339,620.27,23
14340,134.7,6
14341,4452.02,265
14342,918.44,33
14343,1079.66,234
14344,2993.05,230
14345,108.97999999999999,6
14346,2315.75,146
14347,82.6,6
14348,409.57,18
14349,133.5,31
14350,972.03,59
14351,51.0,1
14352,1078.96,47
14353,376.5,25
14354,163.62,9
14355,840.0500000000001,60
14356,701.23,33
14357,225.12,40
14358,400.06,25
14359,912.18,55
14360,2118.03,117
14361,214.70999999999998,14
14362,151.5,37
14363,227.47000000000003,8
14364,3717.35,69
14365,634.68,51
14366,136.0,1
14367,9227.82,521
14368,155.0,8
14369,469.13,26
14370,1175.78,44
14371,100.5,4
14372,860.08,38
14373,76.55,4
14374,108.0,7
14375,1106.82,205
14376,215.46,18
14377,617.05,11
14378,131.25,9
14379,1265.16,128
14380,48.96,1
14381,625.9399999999999,112
14382,1193.6299999999999,279
14383,1247.69,59
14384,58.5,3
14385,202.11,14
14386,142.4,7
14387,1727.6,139
14388,6388.2,393
14389,1898.01,87
14390,6150.03,459
14391,135.6,14
14392,266.4,14
14393,67.95,5
14394,93.8,6
14395,7801.93,779
14396,1969.38,249
14397,2612.96,87
14398,707.79,53
14399,2108.21,192
14400,1732.47,73
14401,6795.9,266
14402,285.6,8
14403,1880.51,25
14404,2724.13,181
14405,195.0,2
14406,156.75,8
14407,2157.73,73
14408,4102.27,128
14409,3427.29,104
14410,2631.9,385
14411,1063.0,14
14412,1426.19,84
14413,764.52,96
14414,2399.33,118
14415,11980.09,1234
14416,490.22,14
14417,524.65,117
14418,1937.25,124
14419,1254.64,225
14420,1639.17,93
14421,2469.37,96
14422,10271.52,552
14423,916.6099999999999,15
14424,322.08,1
14425,661.39,39
14426,11727.94,604
14427,1263.52,44
14428,1224.06,137
14429,516.28,22
14430,1220.9,35
14431,2614.2,81
14432,2248.5,377
14433,280.7,74
14434,1372.8,12
14435,90.42,3
14436,271.70000000000005,11
14437,873.34,42
14438,131.9,9
14439,9443.04,129
14440,5982.03,128
14441,4611.6900000000005,154
14442,5367.0199999999995,183
14443,2082.97,133
14444,120.44,11
14445,221.65,32
14446,1200.28,319
14447,1711.73,106
14448,375.35,20
14449,2230.96,483
14450,1128.44,76
14451,3258.68,512
14452,658.95,129
14453,119.93,22
14454,977.3,110
14455,617.72,77
14456,3017.28,947
14457,113.64,4
14458,228.07,47
14459,5375.741,113
14460,1093.5,42
14461,6676.91,636
14462,2242.81,281
14463,786.5699999999999,8
14464,111.0,4
14465,3925.85,193
14466,4267.15,206
14467,2203.2400000000002,303
14468,204.24,12
14469,2093.46,145
14470,712.04,60
14471,400.95,41
14472,2118.72,309
14473,234.34000000000003,7
14474,1258.8899999999999,127
14475,1151.15,48
14476,193.0,17
14477,1969.6,14
14478,1276.66,68
14479,1124.71,139
14480,1299.52,65
14481,2284.69,150
14482,4306.72,244
14483,257.1,13
14484,1070.98,53
14485,162.8,46
14486,175.5,6
14487,1266.27,168
14488,1064.28,46
14489,1574.93,100
14490,1273.47,80
14491,340.93,17
14492,1921.91,92
14493,5087.86,355
14494,401.46,17
14495,174.8,7
14496,2363.89,106
14497,697.0600000000001,40
14498,3900.83,369
14499,2101.79,311
14500,356.85,7
14501,251.21,10
14502,2429.83,608
14503,3543.26,164
14504,673.26,107
14505,11879.08,1575
14506,2960.25,398
14507,3216.7400000000002,258
14508,822.92,177
14509,110.95,25
14510,979.85,75
14511,1314.81,68
14512,1215.97,79
14513,788.01,19
14514,4380.04,319
14515,3724.06,173
14516,151.17,35
14517,330.45,18
14518,174.37,16
14519,203.14,38
14520,270.6,4
14521,199.45000000000002,17
14522,1748.42,45
14523,241.09,12
14524,2909.86,322
14525,8026.54,526
14526,258.65,41
14527,27246.88,2639
14528,364.21999999999997,18
14529,578.61,213
14530,6088.87,473
14531,376.34,29
14532,3845.78,314
14533,3466.37,89
14534,6187.66,715
14535,5973.2300000000005,825
14536,170.95,18
14537,641.4,23
14538,1370.8400000000001,52
14539,537.48,32
14540,3709.64,264
14541,2491.38,175
14542,103.25,5
14543,14587.87,212
14544,2938.53,187
14545,349.25,23
14546,5184.84,790
14547,3974.75,355
14548,2541.29,110
14549,913.6,143
14550,1345.06,97
14551,878.09,79
14552,507.93,154
14553,1818.6,288
14554,2279.4900000000002,203
14555,2304.03,117
14556,815.69,196
14557,788.38,16
14558,655.5,15
14559,75.6,2
14560,6114.03,200
14561,1080.76,69
14562,6638.150000000001,601
14563,640.54,106
14564,2605.62,107
14565,3859.2200000000003,160
14566,4092.0,16
14567,1530.3600000000001,33
14568,919.7,47
14569,597.3299999999999,34
14570,613.75,68
14571,160.0,30
14572,5526.88,507
14573,2163.12,310
14574,143.70000000000002,11
14575,420.22,72
14576,35.400000000000006,1
14577,1364.15,182
14578,168.63,24
14579,105.56,25
14580,14.850000000000001,1
14581,409.65,60
14582,114.11,6
14583,1660.29,464
14584,1738.16,218
14585,1143.27,111
14586,237.36,19
14587,1580.29,371
14588,135.39,16
14589,39.75,3
14590,2993.37,202
14591,1320.21,176
14592,557.94,158
14593,3665.5299999999997,611
14594,363.33,52
14595,2164.45,136
14596,222.22000000000003,53
14597,2184.63,95
14598,384.04,90
14599,457.89,79
14600,865.1700000000001,54
14601,213.96,7
14602,205.35999999999999,31
14603,660.0,2
14604,143.85999999999999,23
14605,921.5600000000001,108
14606,29951.37,6359
14607,23763.13,203
14608,3352.94,43
14609,1486.2,13
14610,24.35,10
14611,604.3299999999999,38
14612,877.7,14
14613,76.32000000000001,1
14614,295.13,19
14615,951.76,48
14616,527.78,5
14617,190.47000000000003,9
14618,1342.32,51
14619,1291.24,60
14620,412.78000000000003,26
14621,3000.57,159
14622,320.58000000000004,21
14623,2016.98,282
14624,814.07,51
14625,4497.88,266
14626,5410.92,232
14627,462.75,29
14628,1998.0,86
14629,955.26,150
14630,338.65,21
14631,2025.69,91
14632,114.56,8
14633,344.90000000000003,20
14634,2124.46,109
14635,215.22,15
14636,609.85,28
14637,106.67999999999999,7
14638,443.6,16
14639,4978.96,292
14640,3649.36,203
14641,110.46,7
14642,96.12,2
14643,1679.89,62
14644,2247.72,62
14645,876.89,48
14646,528602.52,3849
14647,506.04,48
14648,4466.65,431
14649,3651.19,527
14650,62.5,4
14651,2025.52,283
14652,114.18,29
14653,3593.06,382
14654,246.86,27
14655,3878.51,103
14656,790.0,207
14657,1450.19,209
14658,247.15,29
14659,2529.93,253
14660,285.74,30
14661,107.95,4
14662,1376.43,238
14663,490.6,68
14664,636.24,98
14665,2749.65,132
14666,195.25,14
14667,20395.34,1270
14668,111.63,12
14669,3216.78,387
14670,583.33,179
14671,1127.45,55
14672,1113.14,106
14673,3037.32,148
14674,173.66,14
14675,1015.58,221
14676,8356.79,133
14677,184.91,14
14678,403.39,24
14679,1289.44,63
14680,55688.5,1274
14681,875.1500000000001,20
14682,1514.81,86
14683,146.56,21
14684,1430.03,486
14685,4536.64,187
14686,852.53,219
14687,1402.06,40
14688,7190.42,489
14689,112.8,13
14690,777.68,103
14691,2114.33,71
14692,1715.1399999999999,159
14693,1165.36,75
14694,244.31,15
14695,1534.22,82
14696,2473.28,154
14697,188.60999999999999,22
14698,1217.27,200
14699,702.6,50
14700,3076.06,167
14701,4487.11,595
14702,6368.78,679
14703,318.17,22
14704,1752.92,455
14705,179.0,1
14706,367.54,25
14707,139.2,2
14708,1793.22,41
14709,8886.33,357
14710,1899.79,432
14711,2839.62,345
14712,1328.0700000000002,32
14713,5115.76,676
14714,906.24,93
14715,1825.45,137
14716,543.28,96
14717,81.3,11
14718,226.42,11
14719,1581.84,235
14720,663.81,37
14721,109.07,25
14722,489.52,87
14723,1803.06,416
14724,341.9,41
14725,1252.74,100
14726,116.5,15
14727,463.72999999999996,46
14728,190.58,14
14729,586.24,132
14730,1897.57,462
14731,380.02,45
14732,5517.07,277
14733,14335.15,319
14734,1056.42,63
14735,12240.16,366
14736,374.05,88
14737,3554.17,45
14738,1821.9,80
14739,11573.62,244
14740,4161.06,231
14741,1713.09,76
14742,579.85,34
14743,50.48,3
14744,3660.08,118
14745,2551.41,140
14746,593.5,9
14747,328.2,18
14748,2681.9,159
14749,310.15,18
14750,112.03,32
14751,126.45,7
14752,389.64,5
14753,869.51,48
14754,1547.93,136
14755,9972.550000000001,475
14756,2653.76,119
14757,420.5,19
14758,2864.97,136
14759,1625.97,102
14760,89.2,5
14761,447.92,24
14762,417.57,30
14764,278.3,6
14765,254.11,39
14766,6375.7300000000005,334
14767,382.81,18
14768,192.60000000000002,5
14769,15514.11,1398
14770,3637.64,197
14771,594.62,47
14772,139.26,9
14773,140.55,10
14774,241.45,13
14775,1011.9,60
14776,3708.3,190
14777,307.56,16
14778,730.86,35
14779,386.15,41
14780,447.68,27
14782,200.10000000000002,6
14783,307.3,17
14784,449.93,27
14785,77.4,3
14786,90.96,7
14787,110.65,15
14788,1156.32,58
14789,197.64,6
14790,2526.62,145
14791,303.63,19
14792,6.2,2
14793,625.9,39
14794,1953.9,104
14795,131.45000000000002,6
14796,10169.33,1493
14797,300.31,16
14798,724.31,49
14799,338.15,23
14800,7191.33,600
14801,189.34,57
14802,1502.98,2
14803,845.55,44
14804,353.27,12
14805,1082.55,127
14806,303.43,20
14807,504.14,38
14808,2718.6,231
14809,686.76,18
14810,2354.03,301
14811,170.5,28
14812,178.85,36
14813,888.91,138
14814,154.21,30
14815,778.5,53
14816,271.85,4
14817,3959.86,230
14818,1153.56,104
14819,456.41,54
14820,1274.76,64
14821,1230.15,69
14822,157.70000000000002,9
14823,321.43,70
14824,4022.9100000000003,158
14825,4735.08,299
14826,385.2,10
14828,9839.460000000001,101
14829,1455.8700000000001,91
14830,188.88,39
14831,1676.57,82
14832,322.69,1
14833,94.8,7
14834,2206.16,87
14835,297.0,2
14836,102.44999999999999,6
14837,3460.32,209
14838,769.9200000000001,70
14839,915.28,74
14840,362.71,22
14841,7163.0,300
14842,2824.69,145
14843,211.79999999999998,9
14844,6702.43,277
14845,150.0,1
14846,437.4,12
14847,1348.95,62
14848,310.56,11
14849,15407.61,738
14850,1770.96,195
14851,829.4100000000001,42
14852,6132.43,309
14853,1376.87,31
14854,4303.06,214
14855,6520.3,207
14856,1290.53,65
14857,3651.851,213
14858,180.75,11
14859,1705.64,66
14860,170.32,11
14861,1380.73,86
14862,841.1999999999999,48
14863,266.76,11
14865,92.52000000000001,6
14866,20746.54,136
14867,2952.06,137
14868,4184.01,211
14869,2778.14,244
14870,1838.95,65
14871,1228.17,194
14872,816.6,43
14873,854.13,49
14874,116.18,6
14875,2862.4,89
14876,256.7,13
14877,425.85,63
14878,4076.5,369
14879,185.06,27
14880,690.59,46
14881,255.4,17
14882,3546.65,65
14883,761.59,53
14884,120.6,8
14885,1598.12,31
14886,364.8,18
14887,1862.0,6
14888,369.2,20
14889,135.9,10
14890,817.25,57
14891,1106.73,63
14892,202.35000000000002,13
14893,1809.6100000000001,106
14894,1492.81,46
14895,25119.54,900
14896,1826.0,253
14897,3140.54,127
14898,3365.95,291
14899,1331.38,129
14900,13.919999999999998,1
14901,1919.0,134
14902,1035.6200000000001,59
14903,2795.33,350
14904,1630.49,141
14905,1971.39,78
14906,68.44,1
14907,5547.72,268
14908,381.9,14
14909,1404.68,80
14910,434.35,30
14911,291420.81,11077
14912,1889.25,63
14913,4073.13,247
14915,1811.25,90
14916,3042.95,134
14917,1123.75,29
14918,5955.81,141
14919,359.35,13
14920,1607.17,97
14921,1316.07,78
14922,843.74,50
14923,749.1,44
14924,931.01,31
14926,359.4,3
14927,308.2,20
14928,223.91000000000003,21
14929,836.69,34
14930,5236.7300000000005,278
14931,1257.68,41
14932,666.13,32
14933,1770.0,4
14934,3503.5,185
14935,2849.83,26
14936,12410.81,527
14937,1621.88,34
14938,2322.43,71
14940,531.49,32
14941,182.1,7
14942,746.56,19
14943,107.62,5
14944,9784.67,303
14945,179.4,11
14946,100.9,3
14947,1049.79,54
14948,1101.97,63
14949,515.0,27
14950,371.2,19
14951,311.69,20
14952,17629.35,307
14953,971.32,245
14954,462.12,118
14955,163.77,31
14956,1325.0,4
14957,261.69,28
14958,941.99,71
14959,695.42,59
14960,221.27,27
14961,16410.15,670
14962,366.91,14
14963,3123.57,476
14964,206.21,13
14965,596.09,81
14966,1064.26,151
14967,1982.6100000000001,29
14968,501.24,84
14969,906.23,13
14970,4919.35,113
14971,1097.98,155
14972,145.07,20
14973,1314.45,32
14974,89.94,17
14975,472.39,26
14976,790.86,72
14977,31.929999999999996,4
14978,3112.19,290
14979,429.66,49
14980,150.68,24
14981,372.92,22
14982,237.78,39
14983,183.20000000000002,30
14984,1260.51,54
14985,292.01,83
14986,563.1,98
14987,1550.6499999999999,15
14988,2038.65,235
14989,342.4,18
14990,304.17,42
14991,314.67,21
14992,210.5,27
14993,36.13,10
14994,946.72,302
14995,231.98000000000002,60
14996,442.28999999999996,41
14997,776.5999999999999,38
14998,753.18,125
14999,129.48000000000002,9
15000,490.52,77
15001,199.10999999999999,46
15002,4138.08,337
15003,1027.03,329
15004,1220.77,154
15005,13754.58,2387
15006,757.78,182
15007,156.91,12
15008,360.0,12
15009,1259.43,180
15010,308.94,20
15011,416.6,20
15012,646.26,191
15013,1610.82,340
15014,257.67,33
15015,2354.97,294
15016,620.89,105
15017,125.58,20
15018,496.21000000000004,31
15019,252.81,66
15020,198.47,27
15021,2500.59,623
15022,1133.44,140
15023,11578.65,958
15024,3559.39,320
15025,979.79,139
15026,1048.8899999999999,138
15027,3195.6,91
15028,962.94,102
15029,365.1,10
15030,1979.91,33
15031,3102.94,395
15032,11010.05,95
15033,2557.18,501
15034,8231.2,752
15035,252.73000000000002,27
15036,429.56,119
15037,397.76,45
15038,1146.53,235
15039,39141.48,2695
15040,7.49,1
15041,289.4,104
15042,315.45,9
15043,2870.3199999999997,51
15044,16024.15,896
15045,735.66,12
15046,7623.79,394
15047,343.62,22
15048,381.0,94
15049,121.17000000000002,3
15050,4087.19,149
15051,3926.91,289
15052,207.73000000000002,28
15053,693.95,69
15054,302.1,114
15055,549.12,81
15056,113.64999999999999,6
15057,3255.96,70
15058,3387.58,347
15059,3491.2,589
15060,294.25,115
15061,126389.02,898
15062,2585.62,159
15063,370.79999999999995,5
15064,1254.41,81
15065,3326.86,166
15066,893.59,42
15067,3862.88,177
15068,1174.9,218
15069,1109.53,70
15070,737.0500000000001,32
15071,1455.56,54
15072,187.51999999999998,13
15073,2788.02,159
15074,1553.1299999999999,72
15075,773.03,27
15076,1447.74,80
15077,2428.08,32
15078,17286.73,771
15079,3625.4,141
15080,546.25,31
15081,1854.57,101
15082,93.35000000000001,6
15083,88.2,5
15084,965.2,31
15085,347.54,9
15086,218.53,11
15087,306.94,15
15088,1160.07,57
15089,2420.84,145
15090,381.32,23
15091,1046.6100000000001,57
15092,776.46,45
15093,13702.38,316
15094,83.0,5
15095,3141.64,124
15096,219.39000000000001,11
15097,908.35,66
15098,39916.5,3
15099,410.48,23
15100,2193.8999999999996,16
15101,1477.94,58
15102,554.67,27
15103,703.36,35
15104,993.54,67
15105,3094.91,151
15106,1422.52,100
15107,824.35,42
15108,1300.25,60
15109,983.1,48
15110,1505.8500000000001,53
15111,2442.37,135
15112,209.4,7
15113,3509.43,97
15114,3400.12,231
15115,531.85,35
15116,1352.75,45
15117,2485.9700000000003,131
15118,244.8,1
15119,266.4,14
15120,358.82,21
15121,457.72,28
15122,4487.27,227
15123,4656.17,183
15124,450.82,31
15125,17024.87,240
15126,449.49,25
15127,711.5,28
15128,1783.68,123
15129,6860.18,207
15130,330.11,22
15131,80.28,7
15132,977.9300000000001,52
15133,1806.9,49
15134,1596.29,85
15135,305.68,20
15136,1286.7,68
15137,823.4,34
15138,502.52,31
15139,178.96,13
15140,3243.69,112
15141,1388.47,80
15142,2619.92,142
15143,563.63,31
15144,12160.31,349
15145,1194.73,67
15146,1327.16,91
15147,623.5,28
15148,301.29,20
15149,1554.6100000000001,69
15150,8977.94,573
15151,2085.61,57
15152,5263.83,300
15153,329.25,22
15154,1343.72,173
15155,383.96999999999997,24
15156,961.49,55
15157,2654.11,152
15158,606.02,11
15159,22116.73,810
15160,589.27,23
15161,119.92,33
15162,312.9,12
15163,304.47,29
15164,2028.1100000000001,352
15165,487.75,27
15166,167.16,12
15167,1627.62,304
15168,106.56,5
15169,569.22,59
15170,81.15,4
15171,1289.5,5
15172,1624.05,110
15173,1494.6,86
15174,481.46,34
15175,224.14,23
15176,988.04,52
15177,948.93,26
15178,40.5,3
15179,7491.92,314
15180,816.9300000000001,52
15181,1200.2,20
15182,2998.952,125
15183,639.93,38
15184,685.39,84
15185,310.62,21
15186,1403.2,52
15187,4777.18,91
15188,310.43,23
15189,17524.38,241
15190,834.4399999999999,40
15191,588.05,35
15192,1666.39,91
